Ivanov Mark Antonovich 1 Bragi 2000
Antonov Leonid Kondratovich 6 Odin 2002
Valentiovn Andrei Leonidovich 4 Njord 2001
Vsevolodov Petr Stepanovich 8 Mimir 2003
Petrov Kondrat Andreevich 4 Thor 2000
Tihonov Nikolai Demidovich 2 Tyr 2002
Semenov Stepan Borisovich 6 Baldur 2001
Fedotov Fedor Vasilievich 9 Loki 2003
Kondratev Eduard Ivanovich 1 Bragi 2000
Albertov Lev Efimovich 3 Fraya 2002
Borisov Pavel Glebovich 7 Njord 2001
Pavlov Vsevolod Pavlovich 5 Tyr 2003
Leonidov Bogdan Vsevolodovich 8 Thor 2002
Bogdanov Mark Ruslanovich 1 Idun 2001
Alexandrov Demid Antonovich 4 Mimir 2003
Germanov Efim Viktorovich 9 Odin 2000
Varlamov Gleb Artemovich 2 Bragi 2003
Kirillov Varlam Denisovich 5 Loki 2001
Glebov Oleg Olegovich 3 Mimir 2000
Markov Andrei Bogdanovich 7 Baldur 2002
Fedorov Boris Kirillovich 6 Idun 2003
Trofimov Igor Arturovich 3 Fraya 2002
Demidov Nikolai Alexandrovich 8 Thor 2001
Denisov Lev Andreevich 2 Odin 2000
Igorev Fedot Eduardovich 6 Njord 2000
Vasiliev Stepan Vasilievich 7 Tyr 2003
Maximov Artem Germanovich 5 Loki 2002
Ruslanov Eduard Demidovich 1 Tyr 2001
Lvov Vasiliy Petrovich 9 Bragi 2002
Anatoliev Alexander Fedorovich 4 Idun 2000
Arturov Ruslan Albertovich 3 Fraya 2003
Stepanov Trofim Nikitovich 4 Odin 2001
Nikolaev German Nikolaevich 2 Baldur 2003
Artemov Nikita Efimovich 5 Thor 2002
Eduardov Artur Maximovich 1 Mimir 2000
Andreev Kirill Tihonovich 9 Njord 2001
Anatoliev Denis Ivanovich 6 Thor 2000
Nikolaev Semen Leonidovich 8 Odin 2001
Petrov Mihail Anatolivich 7 Idun 2003
Fedorov Viktor Borisovich 6 Njord 2002
Semenov Kondrat Mihailovich 8 Fraya 2003
Artemov Valentin Fedotovich 4 Tyr 2002
Markov Leonid Semenovich 2 Baldur 2000
Efimov Ivan Valentinovich 1 Bragi 2001
Germanov Anton Kondratovich 5 Loki 2003
Pavlov Maxim Lvovich 3 Mimir 2000
Leonidov Petr Markovich 9 Idun 2002
Bogdanov Fedor Igorevich 7 Bragi 2001
Kirillov Anatoliy Varlamovich 4 Loki 2003
Ivanov Albert Stepanovich 7 Baldur 2000
Denisov Tihon Trofimovich 3 Mimir 2001
Ruslanov Semen Lvovich 8 Odin 2002
Glebov Efim Borisovich 5 Tyr 2002
Andreev Alexander Alexandrovich 1 Fraya 2003
Varlamov Valentin Anatolivich 6 Njord 2000
Viktorov Vsevolod Nikolaevich 9 Thor 2001
Antonov Albert Semenovich 2 Odin 2000
Igorev Ruslan Valentinovich 6 Baldur 2003
Vasiliev Pavel Bogdanovich 7 Tyr 2002
Stepanov Fedor Kondratovich 9 Bragi 2001
Alexandrov Nikita Nikitovich 4 Mimir 2001
Tihonov Artem Andreevich 2 Thor 2003
Maximov Tihon Efimovich 3 Loki 2002
Kondratev Lev Markovich 1 Njord 2000
Lvov Anatoliy Olegovich 8 Fraya 2003
Fedotov Bogdan Tihonovich 5 Idun 2001
Eduardov Ivan Artemovich 3 Idun 2002
Demidov German Ivanovich 6 Loki 2000
Albertov Anton Vasilievich 9 Fraya 2000
Trofimov Oleg Ruslanovich 4 Tyr 2001
Vsevolodov Stepan Demidovich 7 Bragi 2003
Mihailov Leonid Stepanovich 5 Njord 2002
Arturov Mihail Pavlovich 1 Odin 2003
Valentiovn Kirill Fedorovich 8 Thor 2000
Nikitin Fedot Leonidovich 2 Baldur 2002
Borisov Viktor Germanovich 9 Mimir 2001
Trofimov Kondrat Petrovich 2 Thor 2000
Petrov Maxim Antonovich 6 Fraya 2003
Kirillov Igor Denisovich 7 Bragi 2001
Borisov Trofim Trofimovich 4 Njord 2002
Mihailov Denis Varlamovich 1 Idun 2001
Fedorov Petr Mihailovich 5 Tyr 2002
Efimov Varlam Maximovich 3 Odin 2000
Ivanov Boris Kirillovich 8 Baldur 2003
Lvov Gleb Glebovich 6 Loki 2001
Igorev Vasiliy Fedotovich 1 Mimir 2000
Nikolaev Mark Eduardovich 2 Fraya 2002
Markov Artur Viktorovich 3 Tyr 2003
Denisov Andrei Igorevich 5 Loki 2003
Germanov Nikolai Arturovich 9 Njord 2002
Arturov Eduard Albertovich 7 Odin 2000
Valentiovn Demid Vsevolodovich 8 Mimir 2001
Varlamov Demid Efimovich 4 Baldur 2000
Demidov Igor Viktorovich 9 Bragi 2001
Ruslanov Valentin Fedorovich 8 Idun 2003
Albertov Semen Albertovich 4 Thor 2002
Leonidov Fedot Anatolivich 5 Fraya 2002
Antonov Kondrat Tihonovich 2 Tyr 2000
Vsevolodov Mark Denisovich 7 Bragi 2001
Semenov Maxim Nikitovich 6 Thor 2003
Andreev Boris Antonovich 1 Odin 2001
Alexandrov Varlam Valentinovich 3 Idun 2003
Eduardov Lev Semenovich 7 Baldur 2002
Kondratev Nikolai Nikolaevich 9 Mimir 2000
Stepanov Tihon Germanovich 8 Njord 2000
Bogdanov Bogdan Borisovich 4 Loki 2002
Viktorov Denis Eduardovich 3 Bragi 2001
Tihonov Gleb Vasilievich 5 Tyr 2003
Fedotov Ruslan Glebovich 6 Loki 2003
Artemov Anatoliy Mihailovich 1 Njord 2001
Pavlov Ivan Pavlovich 2 Baldur 2000
Glebov Kirill Leonidovich 6 Fraya 2002
Vasiliev Mihail Kirillovich 5 Odin 2001
Maximov Efim Lvovich 7 Idun 2003
Nikitin Viktor Ivanovich 3 Mimir 2000
Anatoliev Pavel Ruslanovich 4 Thor 2002
Bogdanov Andrei Stepanovich 2 Idun 2001
Antonov Artur Arturovich 1 Thor 2000
Ivanov Alexander Petrovich 8 Bragi 2002
Fedorov Trofim Andreevich 9 Baldur 2003
Artemov Fedor Trofimovich 6 Fraya 2002
Lvov Eduard Alexandrovich 9 Njord 2001
Andreev Leonid Maximovich 7 Mimir 2003
Borisov Oleg Artemovich 1 Tyr 2000
Maximov Albert Bogdanovich 2 Loki 2001
Valentiovn Petr Olegovich 8 Odin 2002
Stepanov Artem Demidovich 5 Fraya 2000
Leonidov Vasiliy Markovich 4 Mimir 2003
Glebov Anton Kondratovich 3 Tyr 2003
Varlamov Nikita Varlamovich 5 Idun 2001
Pavlov Vsevolod Fedotovich 9 Baldur 2002
Vsevolodov Stepan Vsevolodovich 8 Thor 2000
Denisov German Igorevich 6 Bragi 2002
Viktorov Demid Mihailovich 1 Njord 2001
Kondratev Ruslan Nikolaevich 7 Odin 2000
Nikolaev Vsevolod Viktorovich 4 Loki 2003
Petrov Kondrat Germanovich 2 Tyr 2003
Trofimov Nikita Bogdanovich 3 Idun 2002
Tihonov Mark Borisovich 2 Njord 2001
Alexandrov German Fedotovich 1 Loki 2000
Ruslanov Tihon Petrovich 9 Mimir 2003
Igorev Boris Trofimovich 4 Baldur 2002
Germanov Eduard Antonovich 6 Fraya 2001
Demidov Artem Efimovich 3 Bragi 2000
Fedotov Ivan Vsevolodovich 5 Odin 2000
Anatoliev Trofim Lvovich 7 Thor 2003
Albertov Petr Arturovich 8 Njord 2001
Mihailov Semen Ruslanovich 2 Fraya 2002
Efimov Bogdan Tihonovich 9 Mimir 2000
Kirillov Nikolai Vasilievich 4 Idun 2001
Markov Viktor Valentinovich 1 Bragi 2003
Vasiliev Maxim Ivanovich 6 Baldur 2002
Arturov Denis Markovich 5 Thor 2001
Nikitin Fedor Kirillovich 3 Tyr 2003
Eduardov Kirill Semenovich 7 Odin 2000
Semenov Vasiliy Denisovich 8 Loki 2002
Igorev Gleb Glebovich 3 Thor 2000
Semenov Mihail Artemovich 9 Idun 2002
Fedotov Artur Leonidovich 2 Tyr 2003
Ruslanov Lev Eduardovich 6 Baldur 2001
Trofimov Albert Demidovich 1 Njord 2003
Valentiovn Alexander Albertovich 4 Fraya 2002
Anatoliev Anton Fedorovich 7 Bragi 2001
Nikolaev Andrei Kondratovich 8 Loki 2000
Kondratev Varlam Alexandrovich 5 Mimir 2001
Germanov Fedot Anatolivich 9 Odin 2000
Vasiliev Leonid Stepanovich 1 Baldur 2002
Eduardov Anatoliy Andreevich 8 Thor 2003
Lvov Valentin Varlamovich 5 Mimir 2000
Demidov Igor Igorevich 4 Odin 2001
Albertov Pavel Olegovich 6 Bragi 2003
Varlamov Efim Pavlovich 2 Fraya 2002
Pavlov Oleg Nikitovich 7 Idun 2000
Kirillov Stepan Maximovich 3 Njord 2003
Alexandrov Trofim Borisovich 4 Tyr 2001
Petrov Igor Andreevich 8 Loki 2002
Borisov Denis Anatolivich 3 Njord 2003
Ivanov Eduard Germanovich 9 Mimir 2002
Glebov Stepan Artemovich 5 Baldur 2001
Leonidov Andrei Eduardovich 2 Idun 2000
Efimov Nikolai Igorevich 1 Fraya 2001
Vsevolodov Leonid Maximovich 6 Loki 2003
Stepanov Boris Nikolaevich 7 Odin 2002
Arturov Bogdan Vasilievich 2 Thor 2000
Artemov Mihail Stepanovich 4 Tyr 2000
Nikitin Tihon Ivanovich 8 Bragi 2002
Andreev German Trofimovich 6 Tyr 2001
Fedorov Demid Mihailovich 3 Fraya 2003
Antonov Oleg Varlamovich 5 Thor 2001
Viktorov Kondrat Nikitovich 9 Idun 2003
Tihonov Varlam Petrovich 7 Baldur 2002
Markov Artem Efimovich 1 Odin 2000
Mihailov Anton Ruslanovich 3 Loki 2000
Maximov Kirill Olegovich 4 Mimir 2002
Bogdanov Albert Viktorovich 1 Njord 2003
Denisov Semen Leonidovich 2 Bragi 2001
Petrov Lev Demidovich 6 Tyr 2002
Nikitin Artur Semenovich 5 Odin 2000
Albertov Ruslan Pavlovich 9 Fraya 2003
Fedotov Fedor Lvovich 7 Thor 2001
Anatoliev Maxim Glebovich 8 Bragi 2002
Alexandrov Petr Markovich 8 Baldur 2003
Fedorov Fedot Kondratovich 4 Idun 2000
Antonov Gleb Kirillovich 6 Njord 2001
Kondratev Efim Antonovich 7 Mimir 2002
Borisov Mark Vsevolodovich 3 Loki 2003
Pavlov Pavel Fedotovich 1 Bragi 2001
Efimov Vasiliy Arturovich 5 Idun 2000
Glebov Viktor Albertovich 2 Odin 2002
Tihonov Alexander Tihonovich 9 Mimir 2001
Arturov Valentin Valentinovich 6 Tyr 2003
Leonidov Nikita Alexandrovich 9 Baldur 2000
Nikolaev Ivan Denisovich 1 Fraya 2002
Vasiliev Anatoliy Bogdanovich 4 Loki 2001
Varlamov Vsevolod Fedorovich 2 Thor 2000
Valentiovn Kondrat Anatolivich 3 Njord 2003
Trofimov Igor Kirillovich 7 Fraya 2003
Stepanov Nikita Petrovich 8 Idun 2000
Andreev Mihail Semenovich 5 Baldur 2001
Germanov Bogdan Fedotovich 1 Mimir 2002
Denisov Petr Fedorovich 8 Tyr 2000
Kirillov German Vsevolodovich 7 Njord 2002
Viktorov Denis Borisovich 5 Loki 2003
Semenov Mark Viktorovich 3 Bragi 2001
Ruslanov Ivan Andreevich 6 Thor 2002
Artemov Fedot Demidovich 4 Odin 2000
Demidov Nikolai Kondratovich 2 Loki 2001
Bogdanov Lev Leonidovich 9 Mimir 2003
Maximov Vasiliy Albertovich 8 Idun 2000
Ivanov Stepan Nikolaevich 1 Tyr 2002
Lvov Trofim Arturovich 9 Baldur 2001
Igorev Efim Alexandrovich 7 Fraya 2003
Eduardov Anatoliy Mihailovich 6 Odin 2002
Markov Viktor Varlamovich 2 Njord 2003
Mihailov Albert Tihonovich 5 Bragi 2000
Vsevolodov Artur Markovich 3 Thor 2001
Borisov Artem Valentinovich 4 Bragi 2003
Igorev Andrei Glebovich 7 Tyr 2002
Fedotov Kirill Ivanovich 5 Mimir 2000
Lvov Varlam Igorevich 3 Njord 2001
Pavlov Anton Bogdanovich 9 Idun 2003
Varlamov Alexander Ruslanovich 1 Fraya 2001
Fedorov Demid Germanovich 2 Baldur 2000
Viktorov Leonid Pavlovich 4 Thor 2002
Ivanov Valentin Stepanovich 8 Odin 2000
Demidov Boris Maximovich 6 Loki 2003
Albertov Maxim Lvovich 6 Fraya 2002
Alexandrov Fedor Vasilievich 9 Mimir 2001
Vsevolodov Vsevolod Eduardovich 8 Loki 2000
Bogdanov Eduard Artemovich 5 Tyr 2001
Glebov Ruslan Denisovich 4 Idun 2003
Semenov Tihon Efimovich 1 Baldur 2002
Petrov Oleg Antonovich 3 Odin 2000
Artemov Pavel Nikitovich 2 Thor 2003
Markov Semen Trofimovich 7 Njord 2002
Eduardov Gleb Olegovich 8 Bragi 2001
Efimov Nikita Vasilievich 5 Bragi 2000
Nikolaev Petr Markovich 3 Odin 2002
Anatoliev Denis Nikolaevich 1 Fraya 2001
Arturov Vsevolod Varlamovich 9 Loki 2003
Leonidov Kirill Fedorovich 7 Idun 2002
Vasiliev Fedor Vsevolodovich 4 Thor 2000
Stepanov Tihon Viktorovich 2 Mimir 2003
Antonov Gleb Germanovich 6 Baldur 2001
Tihonov Leonid Denisovich 8 Njord 2003
Ruslanov Stepan Demidovich 5 Tyr 2002
Nikitin Demid Fedotovich 9 Njord 2000
Denisov Anatoliy Kondratovich 2 Fraya 2001
Kondratev Ivan Olegovich 3 Baldur 2001
Maximov Varlam Mihailovich 1 Thor 2002
Mihailov Trofim Leonidovich 6 Mimir 2003
Valentiovn Anton Efimovich 7 Idun 2000
Andreev Alexander Semenovich 4 Loki 2001
Germanov Maxim Igorevich 8 Odin 2002
Kirillov Artem Nikitovich 2 Bragi 2003
Trofimov Eduard Ruslanovich 4 Tyr 2000
Ruslanov Viktor Arturovich 5 Njord 2001
Artemov Oleg Borisovich 6 Odin 2002
Alexandrov Valentin Alexandrovich 9 Bragi 2000
Nikolaev Albert Petrovich 3 Mimir 2003
Stepanov Mihail Trofimovich 7 Thor 2000
Eduardov Igor Kirillovich 1 Loki 2002
Kondratev Mark Valentinovich 2 Tyr 2003
Tihonov Semen Stepanovich 3 Idun 2001
Vsevolodov Artur Maximovich 1 Baldur 2001
Arturov Efim Artemovich 5 Fraya 2000
Maximov Andrei Tihonovich 9 Loki 2002
Anatoliev Boris Lvovich 7 Idun 2003
Varlamov Nikolai Albertovich 4 Fraya 2000
Semenov German Antonovich 8 Baldur 2002
Fedorov Bogdan Glebovich 6 Thor 2001
Petrov Kondrat Anatolivich 1 Odin 2003
Glebov Ruslan Eduardovich 5 Mimir 2000
Fedotov Lev Andreevich 6 Bragi 2001
Leonidov Pavel Pavlovich 4 Tyr 2002
Igorev Fedot Bogdanovich 9 Njord 2003
Nikitin Vasiliy Ivanovich 7 Idun 2000
Pavlov Kondrat Glebovich 2 Bragi 2003
Viktorov Gleb Olegovich 3 Odin 2001
Andreev Mark Bogdanovich 8 Mimir 2002
Lvov Nikolai Antonovich 4 Tyr 2003
Markov Fedor Arturovich 9 Loki 2000
Vasiliev Trofim Denisovich 3 Njord 2001
Antonov Maxim Nikolaevich 5 Baldur 2002
Denisov Eduard Varlamovich 8 Fraya 2002
Valentiovn Leonid Fedotovich 2 Thor 2003
Albertov Anatoliy Artemovich 7 Baldur 2001
Germanov Oleg Petrovich 6 Njord 2000
Efimov Demid Albertovich 1 Idun 2002
Bogdanov German Semenovich 5 Fraya 2000
Ivanov Lev Igorevich 8 Thor 2003
Kirillov Anton Maximovich 3 Bragi 2001
Borisov Fedot Pavlovich 6 Odin 2003
Demidov Vasiliy Kondratovich 1 Mimir 2001
Mihailov Pavel Fedorovich 7 Tyr 2002
Trofimov Petr Vsevolodovich 4 Loki 2000
Alexandrov Stepan Viktorovich 2 Idun 2000
Trofimov Nikita Lvovich 9 Odin 2003
Viktorov Igor Kirillovich 3 Baldur 2001
Petrov Alexander Stepanovich 4 Tyr 2002
Markov Valentin Nikitovich 6 Bragi 2003
Varlamov Tihon Tihonovich 9 Mimir 2000
Denisov Artur Valentinovich 2 Thor 2001
Ruslanov Semen Alexandrovich 7 Loki 2002
Andreev Boris Markovich 5 Njord 2003
Borisov Ruslan Efimovich 1 Fraya 2001
Leonidov Mihail Leonidovich 8 Mimir 2000
Kirillov Artem Anatolivich 1 Fraya 2002
Lvov Kirill Demidovich 3 Thor 2000
Vsevolodov Ivan Eduardovich 8 Odin 2001
Demidov Vsevolod Borisovich 7 Baldur 2002
Germanov Denis Vasilievich 2 Loki 2003
Tihonov Bogdan Andreevich 4 Idun 2002
Mihailov Viktor Ivanovich 9 Bragi 2001
Anatoliev Varlam Mihailovich 5 Tyr 2000
Maximov Efim Germanovich 6 Njord 2003
Albertov Andrei Trofimovich 4 Odin 2000
Efimov Albert Ruslanovich 7 Thor 2001
Artemov Igor Bogdanovich 2 Bragi 2002
Pavlov Trofim Markovich 1 Loki 2003
Semenov Nikolai Eduardovich 3 Mimir 2000
Arturov German Ruslanovich 8 Tyr 2002
Glebov Boris Tihonovich 5 Baldur 2003
Nikitin Fedot Alexandrovich 6 Njord 2001
Eduardov Gleb Stepanovich 9 Fraya 2000
Fedotov Varlam Arturovich 9 Idun 2002
Nikolaev Ivan Fedotovich 1 Fraya 2003
Igorev Maxim Borisovich 8 Njord 2001
Kondratev Semen Albertovich 4 Thor 2000
Ivanov Demid Trofimovich 7 Mimir 2002
Vasiliev Viktor Kirillovich 3 Loki 2003
Bogdanov Efim Andreevich 6 Odin 2001
Antonov Tihon Petrovich 2 Tyr 2002
Stepanov Anatoliy Igorevich 5 Bragi 2003
Valentiovn Mark Maximovich 4 Baldur 2000
Fedorov Ruslan Denisovich 6 Idun 2001
Ivanov Eduard Germanovich 7 Idun 2001
Igorev Pavel Olegovich 1 Tyr 2000
Bogdanov Bogdan Varlamovich 5 Loki 2002
Ruslanov Artur Fedorovich 3 Thor 2003
Alexandrov Andrei Mihailovich 8 Odin 2003
Kondratev Stepan Antonovich 2 Baldur 2000
Tihonov Vasiliy Artemovich 9 Bragi 2002
Leonidov Fedor Demidovich 1 Fraya 2001
Trofimov Albert Viktorovich 5 Mimir 2001
Varlamov Anton Leonidovich 7 Njord 2000
Borisov Oleg Pavlovich 8 Baldur 2002
Lvov Mihail Kondratovich 9 Idun 2003
Fedorov Kondrat Lvovich 6 Tyr 2002
Viktorov Leonid Ivanovich 2 Fraya 2003
Nikolaev Artem Vsevolodovich 3 Bragi 2001
Anatoliev Lev Anatolivich 4 Mimir 2000
Markov Kirill Valentinovich 2 Odin 2002
Pavlov Alexander Nikolaevich 1 Njord 2003
Eduardov Denis Efimovich 5 Loki 2000
Efimov Valentin Nikitovich 3 Thor 2001
Semenov Nikita Semenovich 9 Loki 2001
Kirillov Vsevolod Glebovich 4 Odin 2000
Germanov Petr Vasilievich 7 Mimir 2002
Andreev Stepan Bogdanovich 8 Baldur 2003
Artemov Vsevolod Maximovich 6 Thor 2003
Mihailov Gleb Vsevolodovich 7 Njord 2002
Petrov Leonid Lvovich 3 Idun 2000
Maximov Semen Arturovich 2 Tyr 2001
Demidov Albert Semenovich 8 Bragi 2002
Glebov Artem Fedorovich 9 Fraya 2000
Fedotov Kirill Viktorovich 1 Bragi 2001
Albertov Vasiliy Nikolaevich 6 Mimir 2003
Vsevolodov Varlam Vasilievich 4 Fraya 2000
Vasiliev Bogdan Artemovich 5 Loki 2003
Arturov Lev Borisovich 2 Tyr 2001
Valentiovn Nikita Glebovich 9 Thor 2002
Antonov Trofim Petrovich 3 Baldur 2002
Stepanov Andrei Ivanovich 6 Idun 2003
Denisov Denis Mihailovich 5 Odin 2001
Nikitin Artur Kondratovich 8 Njord 2000
Eduardov Tihon Ruslanovich 7 Odin 2002
Valentiovn Alexander Pavlovich 4 Fraya 2000
Denisov Ruslan Kirillovich 1 Thor 2001
Kondratev Igor Demidovich 4 Bragi 2003
Tihonov Valentin Olegovich 5 Idun 2002
Stepanov Mark Nikitovich 1 Loki 2001
Nikolaev Petr Andreevich 7 Njord 2003
Vsevolodov Mihail Albertovich 3 Mimir 2000
Alexandrov Demid Germanovich 6 Baldur 2002
Maximov Ivan Markovich 9 Tyr 2000
Markov Anatoliy Fedotovich 8 Odin 2001
Fedorov Nikolai Efimovich 2 Njord 2003
Glebov Anton Varlamovich 2 Bragi 2001
Borisov Kondrat Tihonovich 1 Baldur 2003
Demidov Fedot Eduardovich 4 Mimir 2000
Pavlov Boris Igorevich 5 Loki 2002
Mihailov Oleg Denisovich 3 Tyr 2000
Andreev German Antonovich 9 Thor 2002
Efimov Fedor Leonidovich 8 Idun 2003
Nikitin Pavel Stepanovich 7 Fraya 2001
Bogdanov Maxim Anatolivich 6 Fraya 2001
Kirillov Eduard Trofimovich 8 Odin 2000
Petrov Efim Valentinovich 3 Bragi 2003
Antonov Viktor Alexandrovich 5 Thor 2002
Igorev Mark Andreevich 9 Loki 2001
Germanov Efim Lvovich 4 Baldur 2002
Fedotov Demid Pavlovich 6 Mimir 2003
Albertov Oleg Bogdanovich 2 Njord 2000
Lvov Eduard Demidovich 1 Idun 2002
Varlamov Gleb Borisovich 7 Tyr 2003
Semenov Andrei Leonidovich 5 Tyr 2000
Artemov Vasiliy Alexandrovich 1 Fraya 2001
Ruslanov Maxim Olegovich 4 Loki 2002
Viktorov Vsevolod Eduardovich 2 Odin 2001
Ivanov Albert Fedotovich 3 Njord 2003
Leonidov Fedot Valentinovich 8 Idun 2000
Anatoliev Tihon Kirillovich 7 Mimir 2000
Trofimov German Denisovich 6 Baldur 2001
Vasiliev Igor Glebovich 9 Bragi 2003
Arturov Trofim Igorevich 9 Thor 2002
Arturov Andrei Glebovich 9 Tyr 2003
Tihonov Leonid Tihonovich 2 Njord 2000
Germanov Mark Trofimovich 8 Loki 2002
Kirillov Fedot Semenovich 3 Odin 2001
Ruslanov Alexander Demidovich 6 Mimir 2000
Semenov Pavel Borisovich 4 Bragi 2003
Viktorov Viktor Varlamovich 1 Baldur 2001
Nikolaev Tihon Andreevich 7 Thor 2002
Alexandrov Maxim Pavlovich 5 Idun 2003
Efimov Oleg Nikitovich 4 Fraya 2002
Anatoliev Trofim Stepanovich 9 Idun 2000
Petrov Kondrat Efimovich 7 Loki 2001
Markov Mihail Fedorovich 3 Fraya 2000
Glebov Ruslan Eduardovich 5 Thor 2002
Eduardov Igor Mihailovich 2 Bragi 2003
Borisov Stepan Lvovich 6 Tyr 2001
Pavlov Vsevolod Olegovich 8 Odin 2002
Maximov Demid Bogdanovich 1 Njord 2001
Stepanov Albert Leonidovich 7 Mimir 2003
Vasiliev Nikolai Markovich 6 Baldur 2000
Albertov Anatoliy Antonovich 9 Baldur 2001
Fedorov Bogdan Albertovich 2 Loki 2003
Lvov Boris Arturovich 3 Njord 2002
Igorev Semen Anatolivich 8 Bragi 2000
Bogdanov Artem Maximovich 4 Odin 2001
Trofimov Fedor Nikolaevich 1 Thor 2003
Antonov Nikita Kirillovich 5 Fraya 2000
Demidov Efim Valentinovich 9 Idun 2002
Valentiovn Valentin Petrovich 4 Tyr 2003
Varlamov Vasiliy Germanovich 6 Mimir 2002
Nikitin Denis Ruslanovich 7 Baldur 2001
Ivanov Lev Fedotovich 5 Tyr 2000
Leonidov Gleb Vsevolodovich 1 Njord 2002
Artemov Anton Ivanovich 8 Mimir 2000
Fedotov Artur Artemovich 3 Loki 2003
Kondratev Petr Alexandrovich 2 Fraya 2001
Vsevolodov Ivan Igorevich 2 Thor 2000
Denisov Varlam Viktorovich 4 Odin 2001
Andreev German Kondratovich 8 Bragi 2002
Mihailov Kirill Denisovich 3 Idun 2003
Nikolaev Eduard Vasilievich 6 Baldur 2003
Leonidov Mark Alexandrovich 9 Loki 2001
Alexandrov Pavel Ivanovich 1 Mimir 2002
Tihonov Ivan Igorevich 5 Tyr 2000
Maximov Oleg Mihailovich 7 Thor 2000
Vasiliev Andrei Denisovich 4 Odin 2003
Stepanov Varlam Bogdanovich 3 Bragi 2001
Germanov Alexander Nikitovich 7 Idun 2002
Varlamov Eduard Arturovich 2 Fraya 2000
Anatoliev Ruslan Leonidovich 5 Njord 2003
Demidov Albert Tihonovich 1 Fraya 2001
Semenov Mihail Pavlovich 8 Bragi 2002
Efimov Nikolai Kondratovich 9 Odin 2000
Fedotov Tihon Ruslanovich 6 Loki 2002
Viktorov German Maximovich 8 Tyr 2003
Nikitin Efim Eduardovich 6 Idun 2001
Bogdanov Viktor Glebovich 7 Thor 2003
Glebov Nikita Anatolivich 5 Mimir 2001
Denisov Valentin Semenovich 1 Njord 2000
Mihailov Petr Germanovich 4 Baldur 2002
Andreev Demid Kirillovich 3 Tyr 2000
Markov Vsevolod Olegovich 9 Baldur 2003
Igorev Leonid Borisovich 2 Thor 2002
Vsevolodov Lev Demidovich 7 Mimir 2001
Eduardov Anton Trofimovich 5 Fraya 2003
Artemov Gleb Stepanovich 2 Odin 2001
Valentiovn Artem Valentinovich 9 Loki 2000
Ruslanov Kondrat Varlamovich 3 Njord 2002
Fedorov Anatoliy Antonovich 8 Idun 2001
Borisov Igor Artemovich 4 Bragi 2002
Albertov Trofim Andreevich 1 Loki 2003
Ivanov Fedor Viktorovich 6 Njord 2000
Trofimov Artur Efimovich 5 Odin 2001
Antonov Vasiliy Lvovich 7 Bragi 2000
Petrov Bogdan Nikolaevich 1 Fraya 2003
Lvov Kirill Petrovich 6 Idun 2002
Kondratev Boris Vasilievich 2 Baldur 2000
Pavlov Fedot Fedorovich 8 Tyr 2002
Kirillov Denis Vsevolodovich 9 Mimir 2001
Arturov Maxim Markovich 3 Thor 2003
Anatoliev Semen Fedotovich 4 Tyr 2001
Artemov Stepan Albertovich 4 Loki 2002
Kirillov Maxim Antonovich 1 Njord 2000
Lvov Kirill Fedorovich 6 Idun 2003
Antonov Artem Lvovich 5 Mimir 2000
Germanov Lev Pavlovich 7 Fraya 2003
Borisov Mihail Trofimovich 2 Bragi 2002
Ivanov Viktor Varlamovich 3 Baldur 2001
Leonidov Demid Mihailovich 9 Odin 2002
Nikolaev Trofim Petrovich 8 Thor 2003
Viktorov Anatoliy Igorevich 8 Odin 2000
Arturov Mark Glebovich 2 Thor 2001
Semenov Nikolai Artemovich 1 Loki 2003
Fedorov Andrei Borisovich 4 Idun 2001
Ruslanov Eduard Semenovich 3 Baldur 2000
Igorev Albert Bogdanovich 9 Mimir 2002
Vasiliev Nikita Andreevich 6 Tyr 2003
Fedotov Pavel Nikolaevich 7 Fraya 2000
Glebov Alexander Tihonovich 5 Bragi 2001
Valentiovn Fedot Denisovich 7 Njord 2002
Vsevolodov Vasiliy Ruslanovich 4 Njord 2000
Demidov Valentin Vasilievich 1 Loki 2002
Andreev Gleb Leonidovich 5 Odin 2001
Albertov Stepan Anatolivich 2 Bragi 2003
Maximov Varlam Viktorovich 8 Thor 2000
Tihonov Tihon Germanovich 6 Tyr 2001
Alexandrov Denis Olegovich 3 Baldur 2002
Stepanov Efim Efimovich 9 Idun 2003
Pavlov Bogdan Fedotovich 2 Mimir 2000
Petrov Igor Demidovich 4 Fraya 2003
Eduardov Leonid Ivanovich 6 Odin 2001
Kondratev German Valentinovich 5 Baldur 2002
Efimov Ivan Markovich 8 Njord 2003
Varlamov Petr Kirillovich 9 Tyr 2002
Trofimov Oleg Albertovich 3 Mimir 2001
Nikitin Kondrat Stepanovich 1 Thor 2000
Denisov Anton Nikitovich 7 Bragi 2002
Mihailov Fedor Kondratovich 7 Loki 2000
Markov Semen Maximovich 4 Fraya 2003
Bogdanov Ruslan Vsevolodovich 3 Idun 2001
Ruslanov Artur Eduardovich 9 Loki 2001
Borisov Boris Arturovich 6 Fraya 2002
Varlamov Vsevolod Alexandrovich 5 Njord 2000
Fedorov Ivan Denisovich 2 Odin 2003
Nikitin Denis Andreevich 8 Baldur 2000
Pavlov Varlam Albertovich 1 Bragi 2001
Glebov Kondrat Igorevich 2 Tyr 2003
Fedotov Anatoliy Eduardovich 4 Idun 2002
